iteration 1 max error 11.488971 
iteration 2 max error 7.133656 
iteration 3 max error 6.324659 
iteration 4 max error 5.635726 
iteration 5 max error 5.038824 
iteration 6 max error 4.512494 
iteration 7 max error 4.045202 
iteration 8 max error 3.628693 
iteration 9 max error 3.256548 
iteration 10 max error 2.923567 
-37.1224 -36.0134 -34.9499 -33.9293 -32.9495
-37.1218 -36.0129 -34.9494 -33.9289  -32.949
-37.1213 -36.0123 -34.9489 -33.9284 -32.9485
-37.1207 -36.0118 -34.9484 -33.9279  -32.948
-37.1202 -36.0113 -34.9479 -33.9274 -32.9476
-37.1196 -36.0108 -34.9474 -33.9269 -32.9471
-37.1191 -36.0102 -34.9468 -33.9264 -32.9466
-37.1185 -36.0097 -34.9463 -33.9259 -32.9461
 -37.118 -36.0092 -34.9458 -33.9254 -32.9457
-37.1174 -36.0087 -34.9453 -33.9249 -32.9452
-37.1169 -36.0081 -34.9448 -33.9244 -32.9447
-37.1163 -36.0076 -34.9443 -33.9239 -32.9442
-37.1158 -36.0071 -34.9438 -33.9235 -32.9438
-37.1152 -36.0065 -34.9433  -33.923 -32.9433
-37.1147  -36.006 -34.9428 -33.9225 -32.9428
-37.1141 -36.0055 -34.9423  -33.922 -32.9424
-37.1136  -36.005 -34.9418 -33.9215 -32.9419
 -37.113 -36.0044 -34.9412  -33.921 -32.9414
-37.1125 -36.0039 -34.9407 -33.9205 -32.9409
 -37.112 -36.0034 -34.9402   -33.92 -32.9405
-37.1114 -36.0028 -34.9397 -33.9195   -32.94
-37.1109 -36.0023 -34.9392  -33.919 -32.9395
-37.1103 -36.0018 -34.9387 -33.9186  -32.939
-37.1098 -36.0013 -34.9382 -33.9181 -32.9386
-37.1092 -36.0007 -34.9377 -33.9176 -32.9381
-37.1087 -36.0002 -34.9372 -33.9171 -32.9376
-37.1081 -35.9997 -34.9367 -33.9166 -32.9371
-37.1076 -35.9992 -34.9362 -33.9161 -32.9367
 -37.107 -35.9986 -34.9357 -33.9156 -32.9362
-37.1065 -35.9981 -34.9351 -33.9151 -32.9357
-37.1059 -35.9976 -34.9346 -33.9146 -32.9353
-37.1054  -35.997 -34.9341 -33.9141 -32.9348
-37.1048 -35.9965 -34.9336 -33.9136 -32.9343
-37.1043  -35.996 -34.9331 -33.9132 -32.9338
-37.1037 -35.9955 -34.9326 -33.9127 -32.9334
-37.1032 -35.9949 -34.9321 -33.9122 -32.9329
-37.1026 -35.9944 -34.9316 -33.9117 -32.9324
-37.1021 -35.9939 -34.9311 -33.9112 -32.9319
-37.1015 -35.9934 -34.9306 -33.9107 -32.9315
 -37.101 -35.9928 -34.9301 -33.9102  -32.931
-37.1005 -35.9923 -34.9296 -33.9097 -32.9305
-37.0999 -35.9918  -34.929 -33.9092   -32.93
-37.0994 -35.9912 -34.9285 -33.9087 -32.9296
-37.0988 -35.9907  -34.928 -33.9083 -32.9291
-37.0983 -35.9902 -34.9275 -33.9078 -32.9286
-37.0977 -35.9897  -34.927 -33.9073 -32.9282
-37.0972 -35.9891 -34.9265 -33.9068 -32.9277
-37.0966 -35.9886  -34.926 -33.9063 -32.9272
-37.0961 -35.9881 -34.9255 -33.9058 -32.9267
-37.0955 -35.9876  -34.925 -33.9053 -32.9263
 -37.095  -35.987 -34.9245 -33.9048 -32.9258
-37.0944 -35.9865  -34.924 -33.9043 -32.9253
-37.0939  -35.986 -34.9235 -33.9038 -32.9248
-37.0933 -35.9854 -34.9229 -33.9034 -32.9244
-37.0928 -35.9849 -34.9224 -33.9029 -32.9239
-37.0922 -35.9844 -34.9219 -33.9024 -32.9234
-37.0917 -35.9839 -34.9214 -33.9019  -32.923
-37.0911 -35.9833 -34.9209 -33.9014 -32.9225
-37.0906 -35.9828 -34.9204 -33.9009  -32.922
-37.0901 -35.9823 -34.9199 -33.9004 -32.9215
-37.0895 -35.9818 -34.9194 -33.8999 -32.9211
 -37.089 -35.9812 -34.9189 -33.8994 -32.9206
-37.0884 -35.9807 -34.9184 -33.8989 -32.9201
-37.0879 -35.9802 -34.9179 -33.8984 -32.9196
-37.0873 -35.9796 -34.9174  -33.898 -32.9192
-37.0868 -35.9791 -34.9168 -33.8975 -32.9187
-37.0862 -35.9786 -34.9163  -33.897 -32.9182
-37.0857 -35.9781 -34.9158 -33.8965 -32.9177
-37.0851 -35.9775 -34.9153  -33.896 -32.9173
-37.0846  -35.977 -34.9148 -33.8955 -32.9168
 -37.084 -35.9765 -34.9143  -33.895 -32.9163
-37.0835  -35.976 -34.9138 -33.8945 -32.9159
-37.0829 -35.9754 -34.9133  -33.894 -32.9154
-37.0824 -35.9749 -34.9128 -33.8935 -32.9149
-37.0818 -35.9744 -34.9123 -33.8931 -32.9144
-37.0813 -35.9738 -34.9118 -33.8926  -32.914
-37.0807 -35.9733 -34.9113 -33.8921 -32.9135
-37.0802 -35.9728 -34.9107 -33.8916  -32.913
-37.0797 -35.9723 -34.9102 -33.8911 -32.9125
-37.0791 -35.9717 -34.9097 -33.8906 -32.9121
-37.0786 -35.9712 -34.9092 -33.8901 -32.9116
 -37.078 -35.9707 -34.9087 -33.8896 -32.9111
-37.0775 -35.9702 -34.9082 -33.8891 -32.9107
-37.0769 -35.9696 -34.9077 -33.8886 -32.9102
-37.0764 -35.9691 -34.9072 -33.8882 -32.9097
-37.0758 -35.9686 -34.9067 -33.8877 -32.9092
-37.0753  -35.968 -34.9062 -33.8872 -32.9088
-37.0747 -35.9675 -34.9057 -33.8867 -32.9083
-37.0742  -35.967 -34.9052 -33.8862 -32.9078
-37.0736 -35.9665 -34.9047 -33.8857 -32.9073
-37.0731 -35.9659 -34.9041 -33.8852 -32.9069
-37.0725 -35.9654 -34.9036 -33.8847 -32.9064
 -37.072 -35.9649 -34.9031 -33.8842 -32.9059
-37.0714 -35.9644 -34.9026 -33.8837 -32.9055
-37.0709 -35.9638 -34.9021 -33.8833  -32.905
-37.0704 -35.9633 -34.9016 -33.8828 -32.9045
-37.0698 -35.9628 -34.9011 -33.8823  -32.904
-37.0693 -35.9623 -34.9006 -33.8818 -32.9036
-37.0687 -35.9617 -34.9001 -33.8813 -32.9031
-37.0682 -35.9612 -34.8996 -33.8808 -32.9026
-37.0676 -35.9607 -34.8991 -33.8803 -32.9021
-37.0671 -35.9601 -34.8986 -33.8798 -32.9017
-37.0665 -35.9596 -34.8981 -33.8793 -32.9012
 -37.066 -35.9591 -34.8975 -33.8789 -32.9007
-37.0654 -35.9586  -34.897 -33.8784 -32.9003
-37.0649  -35.958 -34.8965 -33.8779 -32.8998
-37.0643 -35.9575  -34.896 -33.8774 -32.8993
-37.0638  -35.957 -34.8955 -33.8769 -32.8988
-37.0632 -35.9565  -34.895 -33.8764 -32.8984
-37.0627 -35.9559 -34.8945 -33.8759 -32.8979
-37.0622 -35.9554  -34.894 -33.8754 -32.8974
-37.0616 -35.9549 -34.8935 -33.8749 -32.8969
-37.0611 -35.9544  -34.893 -33.8744 -32.8965
-37.0605 -35.9538 -34.8925  -33.874  -32.896
  -37.06 -35.9533  -34.892 -33.8735 -32.8955
-37.0594 -35.9528 -34.8915  -33.873 -32.8951
-37.0589 -35.9522 -34.8909 -33.8725 -32.8946
-37.0583 -35.9517 -34.8904  -33.872 -32.8941
-37.0578 -35.9512 -34.8899 -33.8715 -32.8936
-37.0572 -35.9507 -34.8894  -33.871 -32.8932
-37.0567 -35.9501 -34.8889 -33.8705 -32.8927
-37.0561 -35.9496 -34.8884   -33.87 -32.8922
-37.0556 -35.9491 -34.8879 -33.8695 -32.8918
 -37.055 -35.9486 -34.8874 -33.8691 -32.8913
-37.0545  -35.948 -34.8869 -33.8686 -32.8908
 -37.054 -35.9475 -34.8864 -33.8681 -32.8903
-37.0534  -35.947 -34.8859 -33.8676 -32.8899
-37.0529 -35.9465 -34.8854 -33.8671 -32.8894
-37.0523 -35.9459 -34.8849 -33.8666 -32.8889
-37.0518 -35.9454 -34.8843 -33.8661 -32.8884
-37.0512 -35.9449 -34.8838 -33.8656  -32.888
-37.0507 -35.9443 -34.8833 -33.8651 -32.8875
-37.0501 -35.9438 -34.8828 -33.8647  -32.887
-37.0496 -35.9433 -34.8823 -33.8642 -32.8866
 -37.049 -35.9428 -34.8818 -33.8637 -32.8861
-37.0485 -35.9422 -34.8813 -33.8632 -32.8856
-37.0479 -35.9417 -34.8808 -33.8627 -32.8851
-37.0474 -35.9412 -34.8803 -33.8622 -32.8847
-37.0468 -35.9407 -34.8798 -33.8617 -32.8842
-37.0463 -35.9401 -34.8793 -33.8612 -32.8837
-37.0458 -35.9396 -34.8788 -33.8607 -32.8833
-37.0452 -35.9391 -34.8783 -33.8602 -32.8828
-37.0447 -35.9386 -34.8777 -33.8598 -32.8823
-37.0441  -35.938 -34.8772 -33.8593 -32.8818
-37.0436 -35.9375 -34.8767 -33.8588 -32.8814
 -37.043  -35.937 -34.8762 -33.8583 -32.8809
-37.0425 -35.9364 -34.8757 -33.8578 -32.8804
-37.0419 -35.9359 -34.8752 -33.8573 -32.8799
-37.0414 -35.9354 -34.8747 -33.8568 -32.8795
-37.0408 -35.9349 -34.8742 -33.8563  -32.879
-37.0403 -35.9343 -34.8737 -33.8558 -32.8785
-37.0397 -35.9338 -34.8732 -33.8554 -32.8781
-37.0392 -35.9333 -34.8727 -33.8549 -32.8776
-37.0387 -35.9328 -34.8722 -33.8544 -32.8771
-37.0381 -35.9322 -34.8717 -33.8539 -32.8766
-37.0376 -35.9317 -34.8712 -33.8534 -32.8762
 -37.037 -35.9312 -34.8706 -33.8529 -32.8757
-37.0365 -35.9307 -34.8701 -33.8524 -32.8752
-37.0359 -35.9301 -34.8696 -33.8519 -32.8748
-37.0354 -35.9296 -34.8691 -33.8514 -32.8743
-37.0348 -35.9291 -34.8686  -33.851 -32.8738
-37.0343 -35.9286 -34.8681 -33.8505 -32.8733
-37.0337  -35.928 -34.8676   -33.85 -32.8729
-37.0332 -35.9275 -34.8671 -33.8495 -32.8724
-37.0326  -35.927 -34.8666  -33.849 -32.8719
-37.0321 -35.9265 -34.8661 -33.8485 -32.8714
-37.0316 -35.9259 -34.8656  -33.848  -32.871
 -37.031 -35.9254 -34.8651 -33.8475 -32.8705
-37.0305 -35.9249 -34.8646  -33.847   -32.87
-37.0299 -35.9243 -34.8641 -33.8466 -32.8696
-37.0294 -35.9238 -34.8635 -33.8461 -32.8691
-37.0288 -35.9233  -34.863 -33.8456 -32.8686
-37.0283 -35.9228 -34.8625 -33.8451 -32.8681
-37.0277 -35.9222  -34.862 -33.8446 -32.8677
-37.0272 -35.9217 -34.8615 -33.8441 -32.8672
-37.0266 -35.9212  -34.861 -33.8436 -32.8667
-37.0261 -35.9207 -34.8605 -33.8431 -32.8663
-37.0255 -35.9201   -34.86 -33.8426 -32.8658
 -37.025 -35.9196 -34.8595 -33.8422 -32.8653
-37.0245 -35.9191  -34.859 -33.8417 -32.8648
-37.0239 -35.9186 -34.8585 -33.8412 -32.8644
-37.0234  -35.918  -34.858 -33.8407 -32.8639
-37.0228 -35.9175 -34.8575 -33.8402 -32.8634
-37.0223  -35.917  -34.857 -33.8397  -32.863
-37.0217 -35.9165 -34.8564 -33.8392 -32.8625
-37.0212 -35.9159 -34.8559 -33.8387  -32.862
-37.0206 -35.9154 -34.8554 -33.8382 -32.8615
-37.0201 -35.9149 -34.8549 -33.8378 -32.8611
-37.0195 -35.9144 -34.8544 -33.8373 -32.8606
 -37.019 -35.9138 -34.8539 -33.8368 -32.8601
-37.0185 -35.9133 -34.8534 -33.8363 -32.8597
-37.0179 -35.9128 -34.8529 -33.8358 -32.8592
-37.0174 -35.9123 -34.8524 -33.8353 -32.8587
-37.0168 -35.9117 -34.8519 -33.8348 -32.8582
-37.0163 -35.9112 -34.8514 -33.8343 -32.8578
-37.0157 -35.9107 -34.8509 -33.8338 -32.8573
-37.0152 -35.9101 -34.8504 -33.8334 -32.8568
-37.0146 -35.9096 -34.8499 -33.8329 -32.8564
-37.0141 -35.9091 -34.8494 -33.8324 -32.8559
-37.0135 -35.9086 -34.8488 -33.8319 -32.8554
 -37.013  -35.908 -34.8483 -33.8314 -32.8549
-37.0124 -35.9075 -34.8478 -33.8309 -32.8545
-37.0119  -35.907 -34.8473 -33.8304  -32.854
-37.0114 -35.9065 -34.8468 -33.8299 -32.8535
-37.0108 -35.9059 -34.8463 -33.8294  -32.853
-37.0103 -35.9054 -34.8458  -33.829 -32.8526
-37.0097 -35.9049 -34.8453 -33.8285 -32.8521
-37.0092 -35.9044 -34.8448  -33.828 -32.8516
-37.0086 -35.9038 -34.8443 -33.8275 -32.8512
-37.0081 -35.9033 -34.8438  -33.827 -32.8507
-37.0075 -35.9028 -34.8433 -33.8265 -32.8502
 -37.007 -35.9023 -34.8428  -33.826 -32.8497
-37.0064 -35.9017 -34.8423 -33.8255 -32.8493
-37.0059 -35.9012 -34.8418  -33.825 -32.8488
-37.0054 -35.9007 -34.8412 -33.8246 -32.8483
-37.0048 -35.9002 -34.8407 -33.8241 -32.8479
-37.0043 -35.8996 -34.8402 -33.8236 -32.8474
-37.0037 -35.8991 -34.8397 -33.8231 -32.8469
-37.0032 -35.8986 -34.8392 -33.8226 -32.8464
-37.0026 -35.8981 -34.8387 -33.8221  -32.846
-37.0021 -35.8975 -34.8382 -33.8216 -32.8455
-37.0015  -35.897 -34.8377 -33.8211  -32.845
 -37.001 -35.8965 -34.8372 -33.8206 -32.8446
-37.0004  -35.896 -34.8367 -33.8202 -32.8441
-36.9999 -35.8954 -34.8362 -33.8197 -32.8436
-36.9994 -35.8949 -34.8357 -33.8192 -32.8431
-36.9988 -35.8944 -34.8352 -33.8187 -32.8427
-36.9983 -35.8939 -34.8347 -33.8182 -32.8422
-36.9977 -35.8933 -34.8342 -33.8177 -32.8417
-36.9972 -35.8928 -34.8336 -33.8172 -32.8413
-36.9966 -35.8923 -34.8331 -33.8167 -32.8408
-36.9961 -35.8918 -34.8326 -33.8162 -32.8403
-36.9955 -35.8912 -34.8321 -33.8158 -32.8398
 -36.995 -35.8907 -34.8316 -33.8153 -32.8394
-36.9944 -35.8902 -34.8311 -33.8148 -32.8389
-36.9939 -35.8897 -34.8306 -33.8143 -32.8384
-36.9934 -35.8891 -34.8301 -33.8138  -32.838
-36.9928 -35.8886 -34.8296 -33.8133 -32.8375
-36.9923 -35.8881 -34.8291 -33.8128  -32.837
-36.9917 -35.8876 -34.8286 -33.8123 -32.8365
-36.9912  -35.887 -34.8281 -33.8119 -32.8361
-36.9906 -35.8865 -34.8276 -33.8114 -32.8356
-36.9901  -35.886 -34.8271 -33.8109 -32.8351
-36.9895 -35.8855 -34.8266 -33.8104 -32.8347
 -36.989 -35.8849 -34.8261 -33.8099 -32.8342
-36.9884 -35.8844 -34.8255 -33.8094 -32.8337
-36.9879 -35.8839  -34.825 -33.8089 -32.8333
-36.9874 -35.8834 -34.8245 -33.8084 -32.8328
-36.9868 -35.8828  -34.824 -33.8079 -32.8323
-36.9863 -35.8823 -34.8235 -33.8075 -32.8318
-36.9857 -35.8818  -34.823  -33.807 -32.8314
-36.9852 -35.8813 -34.8225 -33.8065 -32.8309
-36.9846 -35.8807  -34.822  -33.806 -32.8304
-36.9841 -35.8802 -34.8215 -33.8055   -32.83
-36.9835 -35.8797  -34.821  -33.805 -32.8295
 -36.983 -35.8791 -34.8205 -33.8045  -32.829
-36.9825 -35.8786   -34.82  -33.804 -32.8285
-36.9819 -35.8781 -34.8195 -33.8036 -32.8281
-36.9814 -35.8776  -34.819 -33.8031 -32.8276
-36.9808  -35.877 -34.8185 -33.8026 -32.8271
-36.9803 -35.8765  -34.818 -33.8021 -32.8267
-36.9797  -35.876 -34.8174 -33.8016 -32.8262
-36.9792 -35.8755 -34.8169 -33.8011 -32.8257
-36.9786 -35.8749 -34.8164 -33.8006 -32.8252
-36.9781 -35.8744 -34.8159 -33.8001 -32.8248
-36.9775 -35.8739 -34.8154 -33.7996 -32.8243
 -36.977 -35.8734 -34.8149 -33.7992 -32.8238
-36.9765 -35.8728 -34.8144 -33.7987 -32.8234
-36.9759 -35.8723 -34.8139 -33.7982 -32.8229
-36.9754 -35.8718 -34.8134 -33.7977 -32.8224
-36.9748 -35.8713 -34.8129 -33.7972 -32.8219
-36.9743 -35.8707 -34.8124 -33.7967 -32.8215
-36.9737 -35.8702 -34.8119 -33.7962  -32.821
-36.9732 -35.8697 -34.8114 -33.7957 -32.8205
-36.9726 -35.8692 -34.8109 -33.7953 -32.8201
-36.9721 -35.8687 -34.8104 -33.7948 -32.8196
-36.9716 -35.8681 -34.8099 -33.7943 -32.8191
 -36.971 -35.8676 -34.8094 -33.7938 -32.8186
-36.9705 -35.8671 -34.8088 -33.7933 -32.8182
-36.9699 -35.8666 -34.8083 -33.7928 -32.8177
-36.9694  -35.866 -34.8078 -33.7923 -32.8172
-36.9688 -35.8655 -34.8073 -33.7918 -32.8168
-36.9683  -35.865 -34.8068 -33.7914 -32.8163
-36.9677 -35.8645 -34.8063 -33.7909 -32.8158
-36.9672 -35.8639 -34.8058 -33.7904 -32.8154
-36.9667 -35.8634 -34.8053 -33.7899 -32.8149
-36.9661 -35.8629 -34.8048 -33.7894 -32.8144
-36.9656 -35.8624 -34.8043 -33.7889 -32.8139
 -36.965 -35.8618 -34.8038 -33.7884 -32.8135
-36.9645 -35.8613 -34.8033 -33.7879  -32.813
-36.9639 -35.8608 -34.8028 -33.7874 -32.8125
-36.9634 -35.8603 -34.8023  -33.787 -32.8121
-36.9628 -35.8597 -34.8018 -33.7865 -32.8116
-36.9623 -35.8592 -34.8013  -33.786 -32.8111
-36.9617 -35.8587 -34.8008 -33.7855 -32.8106
-36.9612 -35.8582 -34.8002  -33.785 -32.8102
-36.9607 -35.8576 -34.7997 -33.7845 -32.8097
-36.9601 -35.8571 -34.7992  -33.784 -32.8092
-36.9596 -35.8566 -34.7987 -33.7835 -32.8088
 -36.959 -35.8561 -34.7982 -33.7831 -32.8083
-36.9585 -35.8555 -34.7977 -33.7826 -32.8078
-36.9579  -35.855 -34.7972 -33.7821 -32.8073
-36.9574 -35.8545 -34.7967 -33.7816 -32.8069
-36.9568  -35.854 -34.7962 -33.7811 -32.8064
-36.9563 -35.8534 -34.7957 -33.7806 -32.8059
-36.9558 -35.8529 -34.7952 -33.7801 -32.8055
-36.9552 -35.8524 -34.7947 -33.7796  -32.805
-36.9547 -35.8519 -34.7942 -33.7792 -32.8045
-36.9541 -35.8513 -34.7937 -33.7787 -32.8041
-36.9536 -35.8508 -34.7932 -33.7782 -32.8036
 -36.953 -35.8503 -34.7927 -33.7777 -32.8031
-36.9525 -35.8498 -34.7922 -33.7772 -32.8026
-36.9519 -35.8492 -34.7917 -33.7767 -32.8022
-36.9514 -35.8487 -34.7911 -33.7762 -32.8017
-36.9509 -35.8482 -34.7906 -33.7757 -32.8012
-36.9503 -35.8477 -34.7901 -33.7753 -32.8008
-36.9498 -35.8471 -34.7896 -33.7748 -32.8003
-36.9492 -35.8466 -34.7891 -33.7743 -32.7998
-36.9487 -35.8461 -34.7886 -33.7738 -32.7993
-36.9481 -35.8456 -34.7881 -33.7733 -32.7989
-36.9476  -35.845 -34.7876 -33.7728 -32.7984
 -36.947 -35.8445 -34.7871 -33.7723 -32.7979
-36.9465  -35.844 -34.7866 -33.7718 -32.7975
 -36.946 -35.8435 -34.7861 -33.7714  -32.797
-36.9454 -35.8429 -34.7856 -33.7709 -32.7965
-36.9449 -35.8424 -34.7851 -33.7704 -32.7961
-36.9443 -35.8419 -34.7846 -33.7699 -32.7956
-36.9438 -35.8414 -34.7841 -33.7694 -32.7951
-36.9432 -35.8408 -34.7836 -33.7689 -32.7946
-36.9427 -35.8403 -34.7831 -33.7684 -32.7942
-36.9421 -35.8398 -34.7826 -33.7679 -32.7937
-36.9416 -35.8393  -34.782 -33.7675 -32.7932
-36.9411 -35.8388 -34.7815  -33.767 -32.7928
-36.9405 -35.8382  -34.781 -33.7665 -32.7923
  -36.94 -35.8377 -34.7805  -33.766 -32.7918
-36.9394 -35.8372   -34.78 -33.7655 -32.7914
-36.9389 -35.8367 -34.7795  -33.765 -32.7909
-36.9383 -35.8361  -34.779 -33.7645 -32.7904
-36.9378 -35.8356 -34.7785  -33.764 -32.7899
-36.9373 -35.8351  -34.778 -33.7636 -32.7895
-36.9367 -35.8346 -34.7775 -33.7631  -32.789
-36.9362  -35.834  -34.777 -33.7626 -32.7885
-36.9356 -35.8335 -34.7765 -33.7621 -32.7881
-36.9351  -35.833  -34.776 -33.7616 -32.7876
-36.9345 -35.8325 -34.7755 -33.7611 -32.7871
 -36.934 -35.8319  -34.775 -33.7606 -32.7866
-36.9334 -35.8314 -34.7745 -33.7601 -32.7862
-36.9329 -35.8309  -34.774 -33.7597 -32.7857
-36.9324 -35.8304 -34.7735 -33.7592 -32.7852
-36.9318 -35.8298  -34.773 -33.7587 -32.7848
-36.9313 -35.8293 -34.7724 -33.7582 -32.7843
-36.9307 -35.8288 -34.7719 -33.7577 -32.7838
-36.9302 -35.8283 -34.7714 -33.7572 -32.7834
-36.9296 -35.8277 -34.7709 -33.7567 -32.7829
-36.9291 -35.8272 -34.7704 -33.7562 -32.7824
-36.9285 -35.8267 -34.7699 -33.7558 -32.7819
 -36.928 -35.8262 -34.7694 -33.7553 -32.7815
-36.9275 -35.8256 -34.7689 -33.7548  -32.781
-36.9269 -35.8251 -34.7684 -33.7543 -32.7805
-36.9264 -35.8246 -34.7679 -33.7538 -32.7801
-36.9258 -35.8241 -34.7674 -33.7533 -32.7796
-36.9253 -35.8236 -34.7669 -33.7528 -32.7791
-36.9247  -35.823 -34.7664 -33.7524 -32.7787
-36.9242 -35.8225 -34.7659 -33.7519 -32.7782
-36.9237  -35.822 -34.7654 -33.7514 -32.7777
-36.9231 -35.8215 -34.7649 -33.7509 -32.7772
-36.9226 -35.8209 -34.7644 -33.7504 -32.7768
 -36.922 -35.8204 -34.7639 -33.7499 -32.7763
-36.9215 -35.8199 -34.7634 -33.7494 -32.7758
-36.9209 -35.8194 -34.7629 -33.7489 -32.7754
-36.9204 -35.8188 -34.7623 -33.7485 -32.7749
-36.9198 -35.8183 -34.7618  -33.748 -32.7744
-36.9193 -35.8178 -34.7613 -33.7475  -32.774
-36.9188 -35.8173 -34.7608  -33.747 -32.7735
-36.9182 -35.8167 -34.7603 -33.7465  -32.773
-36.9177 -35.8162 -34.7598  -33.746 -32.7725
-36.9171 -35.8157 -34.7593 -33.7455 -32.7721
-36.9166 -35.8152 -34.7588  -33.745 -32.7716
 -36.916 -35.8146 -34.7583 -33.7446 -32.7711
-36.9155 -35.8141 -34.7578 -33.7441 -32.7707
 -36.915 -35.8136 -34.7573 -33.7436 -32.7702
-36.9144 -35.8131 -34.7568 -33.7431 -32.7697
-36.9139 -35.8126 -34.7563 -33.7426 -32.7693
-36.9133  -35.812 -34.7558 -33.7421 -32.7688
-36.9128 -35.8115 -34.7553 -33.7416 -32.7683
-36.9122  -35.811 -34.7548 -33.7411 -32.7678
-36.9117 -35.8105 -34.7543 -33.7407 -32.7674
-36.9111 -35.8099 -34.7538 -33.7402 -32.7669
-36.9106 -35.8094 -34.7533 -33.7397 -32.7664
-36.9101 -35.8089 -34.7528 -33.7392  -32.766
-36.9095 -35.8084 -34.7522 -33.7387 -32.7655
 -36.909 -35.8078 -34.7517 -33.7382  -32.765
-36.9084 -35.8073 -34.7512 -33.7377 -32.7646
-36.9079 -35.8068 -34.7507 -33.7373 -32.7641
-36.9073 -35.8063 -34.7502 -33.7368 -32.7636
-36.9068 -35.8057 -34.7497 -33.7363 -32.7631
-36.9063 -35.8052 -34.7492 -33.7358 -32.7627
-36.9057 -35.8047 -34.7487 -33.7353 -32.7622
-36.9052 -35.8042 -34.7482 -33.7348 -32.7617
-36.9046 -35.8037 -34.7477 -33.7343 -32.7613
-36.9041 -35.8031 -34.7472 -33.7338 -32.7608
-36.9035 -35.8026 -34.7467 -33.7334 -32.7603
 -36.903 -35.8021 -34.7462 -33.7329 -32.7599
-36.9025 -35.8016 -34.7457 -33.7324 -32.7594
-36.9019  -35.801 -34.7452 -33.7319 -32.7589
-36.9014 -35.8005 -34.7447 -33.7314 -32.7585
-36.9008    -35.8 -34.7442 -33.7309  -32.758
-36.9003 -35.7995 -34.7437 -33.7304 -32.7575
-36.8997 -35.7989 -34.7432   -33.73  -32.757
-36.8992 -35.7984 -34.7427 -33.7295 -32.7566
-36.8987 -35.7979 -34.7422  -33.729 -32.7561
-36.8981 -35.7974 -34.7417 -33.7285 -32.7556
-36.8976 -35.7968 -34.7411  -33.728 -32.7552
 -36.897 -35.7963 -34.7406 -33.7275 -32.7547
-36.8965 -35.7958 -34.7401  -33.727 -32.7542
-36.8959 -35.7953 -34.7396 -33.7265 -32.7538
-36.8954 -35.7948 -34.7391 -33.7261 -32.7533
-36.8948 -35.7942 -34.7386 -33.7256 -32.7528
-36.8943 -35.7937 -34.7381 -33.7251 -32.7523
-36.8938 -35.7932 -34.7376 -33.7246 -32.7519
-36.8932 -35.7927 -34.7371 -33.7241 -32.7514
-36.8927 -35.7921 -34.7366 -33.7236 -32.7509
-36.8921 -35.7916 -34.7361 -33.7231 -32.7505
-36.8916 -35.7911 -34.7356 -33.7227   -32.75
 -36.891 -35.7906 -34.7351 -33.7222 -32.7495
-36.8905   -35.79 -34.7346 -33.7217 -32.7491
  -36.89 -35.7895 -34.7341 -33.7212 -32.7486
-36.8894  -35.789 -34.7336 -33.7207 -32.7481
-36.8889 -35.7885 -34.7331 -33.7202 -32.7477
-36.8883  -35.788 -34.7326 -33.7197 -32.7472
-36.8878 -35.7874 -34.7321 -33.7192 -32.7467
-36.8872 -35.7869 -34.7316 -33.7188 -32.7462
-36.8867 -35.7864 -34.7311 -33.7183 -32.7458
-36.8862 -35.7859 -34.7306 -33.7178 -32.7453
-36.8856 -35.7853   -34.73 -33.7173 -32.7448
-36.8851 -35.7848 -34.7295 -33.7168 -32.7444
-36.8845 -35.7843  -34.729 -33.7163 -32.7439
 -36.884 -35.7838 -34.7285 -33.7158 -32.7434
-36.8834 -35.7832  -34.728 -33.7154  -32.743
-36.8829 -35.7827 -34.7275 -33.7149 -32.7425
-36.8824 -35.7822  -34.727 -33.7144  -32.742
-36.8818 -35.7817 -34.7265 -33.7139 -32.7415
-36.8813 -35.7811  -34.726 -33.7134 -32.7411
-36.8807 -35.7806 -34.7255 -33.7129 -32.7406
-36.8802 -35.7801  -34.725 -33.7124 -32.7401
-36.8796 -35.7796 -34.7245  -33.712 -32.7397
-36.8791 -35.7791  -34.724 -33.7115 -32.7392
-36.8786 -35.7785 -34.7235  -33.711 -32.7387
 -36.878  -35.778  -34.723 -33.7105 -32.7383
-36.8775 -35.7775 -34.7225   -33.71 -32.7378
-36.8769  -35.777  -34.722 -33.7095 -32.7373
-36.8764 -35.7764 -34.7215  -33.709 -32.7369
-36.8758 -35.7759  -34.721 -33.7086 -32.7364
-36.8753 -35.7754 -34.7205 -33.7081 -32.7359
-36.8748 -35.7749   -34.72 -33.7076 -32.7354
-36.8742 -35.7744 -34.7195 -33.7071  -32.735
-36.8737 -35.7738  -34.719 -33.7066 -32.7345
-36.8731 -35.7733 -34.7185 -33.7061  -32.734
-36.8726 -35.7728 -34.7179 -33.7056 -32.7336
 -36.872 -35.7723 -34.7174 -33.7051 -32.7331
-36.8715 -35.7717 -34.7169 -33.7047 -32.7326
 -36.871 -35.7712 -34.7164 -33.7042 -32.7322
-36.8704 -35.7707 -34.7159 -33.7037 -32.7317
-36.8699 -35.7702 -34.7154 -33.7032 -32.7312
-36.8693 -35.7696 -34.7149 -33.7027 -32.7308
-36.8688 -35.7691 -34.7144 -33.7022 -32.7303
-36.8682 -35.7686 -34.7139 -33.7017 -32.7298
-36.8677 -35.7681 -34.7134 -33.7013 -32.7294
